First,Last,Inning,Home_Score,Away_Score,Runners_on_Base,Event_Outcome,RBIs_Scored,Max_RBIs_Possible,Situational_Factor,Event_Score,Situational_Score
Torii,Hunter,9,1,7,0,"Generic Out",0,1,1.28571,-0.2,-0.257143
Hideki,Matsui,9,1,7,0,Single,0,1,1.28571,1,1.28571
Kendrys,Morales,9,1,7,1,"Generic Out",0,2,1.28571,-0.2,-0.257143
Derek,Jeter,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Nick,Swisher,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Mark,Teixeira,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Alex,Rodriguez,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Maicer,Izturis,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,Single,0,1,1,1,1
Torii,Hunter,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Robinson,Cano,2,0,0,0,"Hit By Pitch",0,1,2,0.2,0.4
Jorge,Posada,2,0,0,1,Homerun,2,2,2,4,10
Marcus,Thames,2,0,2,0,Double,0,1,0.666667,2,1.33333
Curtis,Granderson,2,0,2,1,"Generic Out",0,2,0.666667,-0.2,-0.133333
Francisco,Cervelli,2,0,2,1,"Nonintentional Walk",0,2,0.666667,0.3,0.2
Derek,Jeter,2,0,2,2,"Generic Out",1,3,0.666667,-0.2,0.0888889
Nick,Swisher,2,0,3,1,"Generic Out",0,2,0.5,-0.2,-0.1
Hideki,Matsui,2,0,3,0,"Generic Out",0,1,0.5,-0.2,-0.1
Kendrys,Morales,2,0,3,0,"Nonintentional Walk",0,1,0.5,0.3,0.15
Juan,Rivera,2,0,3,1,"Nonintentional Walk",0,2,0.5,0.3,0.15
Howie,Kendrick,2,0,3,2,"Generic Out",0,3,0.5,-0.2,-0.1
Mike,Napoli,2,0,3,2,"Generic Out",0,3,0.5,-0.2,-0.1
Mark,Teixeira,3,0,3,0,"Generic Out",0,1,0.75,-0.2,-0.15
Alex,Rodriguez,3,0,3,0,Strikeout,0,1,0.75,-0.5,-0.375
Robinson,Cano,3,0,3,0,Strikeout,0,1,0.75,-0.5,-0.375
Brandon,Wood,3,0,3,0,Strikeout,0,1,0.75,-0.5,-0.375
Maicer,Izturis,3,0,3,0,Strikeout,0,1,0.75,-0.5,-0.375
Bobby,Abreu,3,0,3,0,Homerun,1,1,0.75,4,3.75
Torii,Hunter,3,1,3,0,Strikeout,0,1,1,-0.5,-0.5
Jorge,Posada,4,1,3,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Marcus,Thames,4,1,3,0,"Nonintentional Walk",0,1,1.33333,0.3,0.4
Curtis,Granderson,4,1,3,1,Strikeout,0,2,1.33333,-0.5,-0.666667
Francisco,Cervelli,4,1,3,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Hideki,Matsui,4,1,3,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Kendrys,Morales,4,1,3,0,Single,0,1,1.33333,1,1.33333
Juan,Rivera,4,1,3,1,"Hit By Pitch",0,2,1.33333,0.2,0.266667
Howie,Kendrick,4,1,3,2,Single,1,3,1.33333,1,1.77778
Mike,Napoli,4,2,3,2,"Nonintentional Walk",0,3,2,0.3,0.6
Brandon,Wood,4,2,3,3,Double,2,4,2,2,5
Maicer,Izturis,4,4,3,2,"Generic Out",1,3,2,-0.2,0.266667
Bobby,Abreu,4,5,3,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Derek,Jeter,5,5,3,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Nick,Swisher,5,5,3,0,"Nonintentional Walk",0,1,1.66667,0.3,0.5
Mark,Teixeira,5,5,3,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Alex,Rodriguez,5,5,3,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Torii,Hunter,5,5,3,0,Strikeout,0,1,1.66667,-0.5,-0.833333
Hideki,Matsui,5,5,3,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Kendrys,Morales,5,5,3,0,Single,0,1,1.66667,1,1.66667
Juan,Rivera,5,5,3,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Robinson,Cano,6,5,3,0,Homerun,1,1,2,4,10
Jorge,Posada,6,5,4,0,"Generic Out",0,1,3,-0.2,-0.6
Brett,Gardner,6,5,4,0,"Generic Out",0,1,3,-0.2,-0.6
Curtis,Granderson,6,5,4,0,"Generic Out",0,1,3,-0.2,-0.6
Howie,Kendrick,6,5,4,0,"Generic Out",0,1,3,-0.2,-0.6
Mike,Napoli,6,5,4,0,"Generic Out",0,1,3,-0.2,-0.6
Brandon,Wood,6,5,4,0,"Generic Out",0,1,3,-0.2,-0.6
Francisco,Cervelli,7,5,4,0,"Generic Out",0,1,3.5,-0.2,-0.7
Derek,Jeter,7,5,4,0,Strikeout,0,1,3.5,-0.5,-1.75
Nick,Swisher,7,5,4,0,"Generic Out",0,1,3.5,-0.2,-0.7
Maicer,Izturis,7,5,4,0,"Generic Out",0,1,3.5,-0.2,-0.7
Bobby,Abreu,7,5,4,0,"Nonintentional Walk",0,1,3.5,0.3,1.05
Torii,Hunter,7,5,4,1,"Hit By Pitch",0,2,3.5,0.2,0.7
Hideki,Matsui,7,5,4,2,"Generic Out",0,3,3.5,-0.2,-0.7
Kendrys,Morales,7,5,4,2,"Stolen Base",0,3,3.5,0,0
Kendrys,Morales,7,5,4,2,Homerun,3,3,3.5,4,17.5
Juan,Rivera,7,8,4,0,"Generic Out",0,1,1.4,-0.2,-0.28
Mark,Teixeira,8,8,4,0,"Nonintentional Walk",0,1,1.6,0.3,0.48
Alex,Rodriguez,8,8,4,1,"Generic Out",0,2,1.6,-0.2,-0.32
Robinson,Cano,8,8,4,1,"Generic Out",0,2,1.6,-0.2,-0.32
Howie,Kendrick,8,8,4,0,"Generic Out",0,1,1.6,-0.2,-0.32
Mike,Napoli,8,8,4,0,"Nonintentional Walk",0,1,1.6,0.3,0.48
Brandon,Wood,8,8,4,1,"Generic Out",0,2,1.6,-0.2,-0.32
Maicer,Izturis,8,8,4,1,"Stolen Base",0,2,1.6,0,0
Maicer,Izturis,8,8,4,1,"Nonintentional Walk",0,2,1.6,0.3,0.48
Bobby,Abreu,8,8,4,2,Strikeout,0,3,1.6,-0.5,-0.8
Jorge,Posada,9,8,4,0,Strikeout,0,1,1.8,-0.5,-0.9
Brett,Gardner,9,8,4,0,"Generic Out",0,1,1.8,-0.2,-0.36
Curtis,Granderson,9,8,4,0,"Generic Out",0,1,1.8,-0.2,-0.36
Asdrubal,Cabrera,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Grady,Sizemore,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Shin-Soo,Choo,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,Homerun,1,1,1,4,5
Bobby,Abreu,1,1,0,0,Single,0,1,0.5,1,0.5
Torii,Hunter,1,1,0,1,Double,0,2,0.5,2,1
Hideki,Matsui,1,1,0,2,"Generic Out",1,3,0.5,-0.2,0.0666667
Kendrys,Morales,1,2,0,1,"Generic Out",0,2,0.333333,-0.2,-0.0666667
Juan,Rivera,1,2,0,1,Single,1,2,0.333333,1,0.5
Howie,Kendrick,1,3,0,1,"Generic Out",0,2,0.25,-0.2,-0.05
Travis,Hafner,2,3,0,0,Strikeout,0,1,0.5,-0.5,-0.25
Russell,Branyan,2,3,0,0,Double,0,1,0.5,2,1
Austin,Kearns,2,3,0,1,Strikeout,0,2,0.5,-0.5,-0.25
Jhonny,Peralta,2,3,0,1,Single,1,2,0.5,1,0.75
Luis,Valbuena,2,3,1,1,"Nonintentional Walk",0,2,0.666667,0.3,0.2
Mike,Redmond,2,3,1,2,Strikeout,0,3,0.666667,-0.5,-0.333333
Mike,Napoli,2,3,1,0,"Nonintentional Walk",0,1,0.666667,0.3,0.2
Brandon,Wood,2,3,1,1,Single,0,2,0.666667,1,0.666667
Erick,Aybar,2,3,1,2,"Generic Out",0,3,0.666667,-0.2,-0.133333
Bobby,Abreu,2,3,1,2,Strikeout,0,3,0.666667,-0.5,-0.333333
Torii,Hunter,2,3,1,2,"Generic Out",0,3,0.666667,-0.2,-0.133333
Asdrubal,Cabrera,3,3,1,0,Strikeout,0,1,1,-0.5,-0.5
Grady,Sizemore,3,3,1,0,"Generic Out",0,1,1,-0.2,-0.2
Shin-Soo,Choo,3,3,1,0,Single,0,1,1,1,1
Travis,Hafner,3,3,1,1,Strikeout,0,2,1,-0.5,-0.5
Hideki,Matsui,3,3,1,0,"Generic Out",0,1,1,-0.2,-0.2
Kendrys,Morales,3,3,1,0,"Generic Out",0,1,1,-0.2,-0.2
Juan,Rivera,3,3,1,0,Double,0,1,1,2,2
Howie,Kendrick,3,3,1,1,"Generic Out",0,2,1,-0.2,-0.2
Russell,Branyan,4,3,1,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Austin,Kearns,4,3,1,0,Single,0,1,1.33333,1,1.33333
Jhonny,Peralta,4,3,1,1,Single,0,2,1.33333,1,1.33333
Luis,Valbuena,4,3,1,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Mike,Redmond,4,3,1,2,Strikeout,0,3,1.33333,-0.5,-0.666667
Mike,Napoli,4,3,1,0,Single,0,1,1.33333,1,1.33333
Brandon,Wood,4,3,1,1,Strikeout,0,2,1.33333,-0.5,-0.666667
Erick,Aybar,4,3,1,1,Single,0,2,1.33333,1,1.33333
Bobby,Abreu,4,3,1,2,Strikeout,0,3,1.33333,-0.5,-0.666667
Torii,Hunter,4,3,1,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Asdrubal,Cabrera,5,3,1,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Grady,Sizemore,5,3,1,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Shin-Soo,Choo,5,3,1,0,Single,0,1,1.66667,1,1.66667
Travis,Hafner,5,3,1,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Hideki,Matsui,5,3,1,0,Single,0,1,1.66667,1,1.66667
Kendrys,Morales,5,3,1,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Juan,Rivera,5,3,1,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Howie,Kendrick,5,3,1,1,Single,0,2,1.66667,1,1.66667
Mike,Napoli,5,3,1,2,Strikeout,0,3,1.66667,-0.5,-0.833333
Russell,Branyan,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Austin,Kearns,6,3,1,0,Single,0,1,2,1,2
Jhonny,Peralta,6,3,1,1,Strikeout,0,2,2,-0.5,-1
Luis,Valbuena,6,3,1,1,"Generic Out",0,2,2,-0.2,-0.4
Brandon,Wood,6,3,1,0,Single,0,1,2,1,2
Erick,Aybar,6,3,1,1,"Generic Out",0,2,2,-0.2,-0.4
Bobby,Abreu,6,3,1,1,Homerun,2,2,2,4,10
Torii,Hunter,6,5,1,0,Double,0,1,1.2,2,2.4
Hideki,Matsui,6,5,1,1,"Generic Out",0,2,1.2,-0.2,-0.24
Kendrys,Morales,6,5,1,1,"Nonintentional Walk",0,2,1.2,0.3,0.36
Juan,Rivera,6,5,1,2,Strikeout,0,3,1.2,-0.5,-0.6
Mike,Redmond,7,5,1,0,"Nonintentional Walk",0,1,1.4,0.3,0.42
Asdrubal,Cabrera,7,5,1,1,"Nonintentional Walk",0,2,1.4,0.3,0.42
Grady,Sizemore,7,5,1,2,"Generic Out",0,3,1.4,-0.2,-0.28
Shin-Soo,Choo,7,5,1,2,"Nonintentional Walk",0,3,1.4,0.3,0.42
Travis,Hafner,7,5,1,3,Strikeout,0,4,1.4,-0.5,-0.7
Russell,Branyan,7,5,1,3,"Generic Out",0,4,1.4,-0.2,-0.28
Howie,Kendrick,7,5,1,0,Double,0,1,1.4,2,2.8
Mike,Napoli,7,5,1,1,Strikeout,0,2,1.4,-0.5,-0.7
Brandon,Wood,7,5,1,1,Single,0,2,1.4,1,1.4
Erick,Aybar,7,5,1,2,"Generic Out",0,3,1.4,-0.2,-0.28
Austin,Kearns,8,5,1,0,Homerun,1,1,1.6,4,8
Jhonny,Peralta,8,5,2,0,Strikeout,0,1,2,-0.5,-1
Luis,Valbuena,8,5,2,0,"Nonintentional Walk",0,1,2,0.3,0.6
Mark,Grudzielanek,8,5,2,1,Strikeout,0,2,2,-0.5,-1
Asdrubal,Cabrera,8,5,2,1,"Nonintentional Walk",0,2,2,0.3,0.6
Grady,Sizemore,8,5,2,2,"Generic Out",0,3,2,-0.2,-0.4
Bobby,Abreu,8,5,2,0,"Nonintentional Walk",0,1,2,0.3,0.6
Torii,Hunter,8,5,2,1,"Stolen Base",0,2,2,0,0
Torii,Hunter,8,5,2,1,"Nonintentional Walk",0,2,2,0.3,0.6
Hideki,Matsui,8,5,2,2,Strikeout,0,3,2,-0.5,-1
Kendrys,Morales,8,5,2,2,"Generic Out",0,3,2,-0.2,-0.4
Shin-Soo,Choo,9,5,2,0,Strikeout,0,1,2.25,-0.5,-1.125
Travis,Hafner,9,5,2,0,Error,0,1,2.25,0,0
Russell,Branyan,9,5,2,1,Strikeout,0,2,2.25,-0.5,-1.125
Austin,Kearns,9,5,2,1,"Nonintentional Walk",0,2,2.25,0.3,0.675
Jhonny,Peralta,9,5,2,2,Strikeout,0,3,2.25,-0.5,-1.125
Asdrubal,Cabrera,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Grady,Sizemore,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Shin-Soo,Choo,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Austin,Kearns,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Jhonny,Peralta,2,0,0,0,Double,0,1,2,2,4
Mark,Grudzielanek,2,0,0,1,Strikeout,0,2,2,-0.5,-1
Andy,Marte,2,0,0,1,"Nonintentional Walk",0,2,2,0.3,0.6
Matt,LaPorta,2,0,0,2,Single,0,3,2,1,2
Lou,Marson,2,0,0,3,"Generic Out",0,4,2,-0.2,-0.4
Hideki,Matsui,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Kendrys,Morales,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Juan,Rivera,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Asdrubal,Cabrera,3,0,0,0,Double,0,1,3,2,6
Grady,Sizemore,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
Shin-Soo,Choo,3,0,0,1,Single,1,2,3,1,4.5
Austin,Kearns,3,0,1,1,Double,1,2,1.5,2,3.75
Jhonny,Peralta,3,0,2,1,Single,0,2,1,1,1
Mark,Grudzielanek,3,0,2,2,"Generic Out",0,3,1,-0.2,-0.2
Howie,Kendrick,3,0,2,0,"Generic Out",0,1,1,-0.2,-0.2
Mike,Napoli,3,0,2,0,"Generic Out",0,1,1,-0.2,-0.2
Brandon,Wood,3,0,2,0,Single,0,1,1,1,1
Erick,Aybar,3,0,2,1,Single,0,2,1,1,1
Bobby,Abreu,3,0,2,2,Single,1,3,1,1,1.33333
Torii,Hunter,3,1,2,2,"Generic Out",0,3,1.5,-0.2,-0.3
Andy,Marte,4,1,2,0,Single,0,1,2,1,2
Matt,LaPorta,4,1,2,1,Single,0,2,2,1,2
Lou,Marson,4,1,2,2,"Generic Out",0,3,2,-0.2,-0.4
Asdrubal,Cabrera,4,1,2,2,"Nonintentional Walk",0,3,2,0.3,0.6
Grady,Sizemore,4,1,2,3,"Generic Out",0,4,2,-0.2,-0.4
Hideki,Matsui,4,1,2,0,"Nonintentional Walk",0,1,2,0.3,0.6
Kendrys,Morales,4,1,2,1,"Generic Out",0,2,2,-0.2,-0.4
Juan,Rivera,4,1,2,1,Strikeout,0,2,2,-0.5,-1
Howie,Kendrick,4,1,2,1,Single,0,2,2,1,2
Shin-Soo,Choo,5,1,2,0,"Generic Out",0,1,2.5,-0.2,-0.5
Austin,Kearns,5,1,2,0,Homerun,1,1,2.5,4,12.5
Jhonny,Peralta,5,1,3,0,"Nonintentional Walk",0,1,1.66667,0.3,0.5
Mark,Grudzielanek,5,1,3,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Andy,Marte,5,1,3,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Mike,Napoli,5,1,3,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Brandon,Wood,5,1,3,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Erick,Aybar,5,1,3,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Matt,LaPorta,6,1,3,0,"Generic Out",0,1,2,-0.2,-0.4
Lou,Marson,6,1,3,0,"Nonintentional Walk",0,1,2,0.3,0.6
Asdrubal,Cabrera,6,1,3,1,Single,0,2,2,1,2
Grady,Sizemore,6,1,3,2,"Generic Out",0,3,2,-0.2,-0.4
Shin-Soo,Choo,6,1,3,2,Single,1,3,2,1,2.66667
Austin,Kearns,6,1,4,2,"Generic Out",0,3,1.5,-0.2,-0.3
Bobby,Abreu,6,1,4,0,"Generic Out",0,1,1.5,-0.2,-0.3
Torii,Hunter,6,1,4,0,Single,0,1,1.5,1,1.5
Hideki,Matsui,6,1,4,1,"Nonintentional Walk",0,2,1.5,0.3,0.45
Kendrys,Morales,6,1,4,2,"Nonintentional Walk",0,3,1.5,0.3,0.45
Juan,Rivera,6,1,4,3,"Generic Out",0,4,1.5,-0.2,-0.3
Howie,Kendrick,6,1,4,3,"Generic Out",0,4,1.5,-0.2,-0.3
Jhonny,Peralta,7,1,4,0,"Generic Out",0,1,1.75,-0.2,-0.35
Mark,Grudzielanek,7,1,4,0,Single,0,1,1.75,1,1.75
Andy,Marte,7,1,4,1,"Generic Out",0,2,1.75,-0.2,-0.35
Matt,LaPorta,7,1,4,1,"Generic Out",0,2,1.75,-0.2,-0.35
Mike,Napoli,7,1,4,0,"Generic Out",0,1,1.75,-0.2,-0.35
Brandon,Wood,7,1,4,0,Single,0,1,1.75,1,1.75
Erick,Aybar,7,1,4,1,"Generic Out",0,2,1.75,-0.2,-0.35
Bobby,Abreu,7,1,4,1,Strikeout,0,2,1.75,-0.5,-0.875
Lou,Marson,8,1,4,0,Single,0,1,2,1,2
Asdrubal,Cabrera,8,1,4,1,Single,0,2,2,1,2
Grady,Sizemore,8,1,4,2,"Wild Pitch",0,3,2,0,0
Grady,Sizemore,8,1,4,2,"Generic Out",0,3,2,-0.2,-0.4
Shin-Soo,Choo,8,1,4,2,"Intentional Walk",0,3,2,0.3,0.6
Austin,Kearns,8,1,4,3,Double,3,4,2,2,5.5
Jhonny,Peralta,8,1,7,1,"Nonintentional Walk",0,2,1.14286,0.3,0.342857
Mark,Grudzielanek,8,1,7,2,Single,1,3,1.14286,1,1.52381
Andy,Marte,8,1,8,2,"Wild Pitch",0,3,1,0,0
Andy,Marte,8,1,8,2,"Generic Out",0,3,1,-0.2,-0.2
Matt,LaPorta,8,1,8,2,"Generic Out",0,3,1,-0.2,-0.2
Torii,Hunter,8,1,8,0,"Nonintentional Walk",0,1,1,0.3,0.3
Hideki,Matsui,8,1,8,1,"Generic Out",0,2,1,-0.2,-0.2
Kendrys,Morales,8,1,8,1,Strikeout,0,2,1,-0.5,-0.5
Juan,Rivera,8,1,8,1,Single,0,2,1,1,1
Howie,Kendrick,8,1,8,2,Single,0,3,1,1,1
Mike,Napoli,8,1,8,3,Strikeout,0,4,1,-0.5,-0.5
Lou,Marson,9,1,8,0,Double,0,1,1.125,2,2.25
Asdrubal,Cabrera,9,1,8,1,Single,0,2,1.125,1,1.125
Grady,Sizemore,9,1,8,2,"Generic Out",1,3,1.125,-0.2,0.15
Shin-Soo,Choo,9,1,9,1,"Generic Out",0,2,1,-0.2,-0.2
Austin,Kearns,9,1,9,1,"Generic Out",0,2,1,-0.2,-0.2
Brandon,Wood,9,1,9,0,Homerun,1,1,1,4,5
Erick,Aybar,9,2,9,0,"Generic Out",0,1,1.125,-0.2,-0.225
Reggie,Willits,9,2,9,0,"Generic Out",0,1,1.125,-0.2,-0.225
Robb,Quinlan,9,2,9,0,"Generic Out",0,1,1.125,-0.2,-0.225
Asdrubal,Cabrera,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Grady,Sizemore,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Shin-Soo,Choo,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Austin,Kearns,2,0,0,0,Double,0,1,2,2,4
Travis,Hafner,2,0,0,1,"Generic Out",0,2,2,-0.2,-0.4
Russell,Branyan,2,0,0,1,"Nonintentional Walk",0,2,2,0.3,0.6
Jhonny,Peralta,2,0,0,2,"Generic Out",1,3,2,-0.2,0.266667
Luis,Valbuena,2,0,1,1,Strikeout,0,2,1,-0.5,-0.5
Hideki,Matsui,2,0,1,0,Strikeout,0,1,1,-0.5,-0.5
Kendrys,Morales,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Juan,Rivera,2,0,1,0,Strikeout,0,1,1,-0.5,-0.5
Lou,Marson,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Asdrubal,Cabrera,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Grady,Sizemore,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Howie,Kendrick,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Brandon,Wood,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Ryan,Budde,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Shin-Soo,Choo,4,0,1,0,Single,0,1,2,1,2
Austin,Kearns,4,0,1,1,Strikeout,0,2,2,-0.5,-1
Travis,Hafner,4,0,1,1,"Stolen Base",0,2,2,0,0
Travis,Hafner,4,0,1,1,Strikeout,0,2,2,-0.5,-1
Erick,Aybar,4,0,1,0,"Generic Out",0,1,2,-0.2,-0.4
Bobby,Abreu,4,0,1,0,"Generic Out",0,1,2,-0.2,-0.4
Torii,Hunter,4,0,1,0,Single,0,1,2,1,2
Hideki,Matsui,4,0,1,1,Strikeout,0,2,2,-0.5,-1
Russell,Branyan,5,0,1,0,Strikeout,0,1,2.5,-0.5,-1.25
Jhonny,Peralta,5,0,1,0,Strikeout,0,1,2.5,-0.5,-1.25
Luis,Valbuena,5,0,1,0,Strikeout,0,1,2.5,-0.5,-1.25
Kendrys,Morales,5,0,1,0,Single,0,1,2.5,1,2.5
Juan,Rivera,5,0,1,1,"Generic Out",0,2,2.5,-0.2,-0.5
Howie,Kendrick,5,0,1,1,Error,0,2,2.5,0,0
Brandon,Wood,5,0,1,2,"Generic Out",0,3,2.5,-0.2,-0.5
Lou,Marson,6,0,1,0,Double,0,1,3,2,6
Asdrubal,Cabrera,6,0,1,1,"Generic Out",0,2,3,-0.2,-0.6
Grady,Sizemore,6,0,1,1,Single,1,2,3,1,4.5
Shin-Soo,Choo,6,0,2,1,"Stolen Base",0,2,2,0,0
Shin-Soo,Choo,6,0,2,1,Single,0,2,2,1,2
Austin,Kearns,6,0,2,2,"Nonintentional Walk",0,3,2,0.3,0.6
Travis,Hafner,6,0,2,3,"Hit By Pitch",1,4,2,0.2,0.9
Russell,Branyan,6,0,3,3,Strikeout,0,4,1.5,-0.5,-0.75
Jhonny,Peralta,6,0,3,3,"Generic Out",0,4,1.5,-0.2,-0.3
Ryan,Budde,6,0,3,0,Strikeout,0,1,1.5,-0.5,-0.75
Erick,Aybar,6,0,3,0,Single,0,1,1.5,1,1.5
Bobby,Abreu,6,0,3,1,"Nonintentional Walk",0,2,1.5,0.3,0.45
Torii,Hunter,6,0,3,2,Homerun,3,3,1.5,4,7.5
Hideki,Matsui,6,3,3,0,Strikeout,0,1,6,-0.5,-3
Kendrys,Morales,6,3,3,0,"Generic Out",0,1,6,-0.2,-1.2
Luis,Valbuena,7,3,3,0,Single,0,1,7,1,7
Lou,Marson,7,3,3,1,"Generic Out",0,2,7,-0.2,-1.4
Asdrubal,Cabrera,7,3,3,0,"Nonintentional Walk",0,1,7,0.3,2.1
Grady,Sizemore,7,3,3,1,Strikeout,0,2,7,-0.5,-3.5
Juan,Rivera,7,3,3,0,"Generic Out",0,1,7,-0.2,-1.4
Howie,Kendrick,7,3,3,0,"Generic Out",0,1,7,-0.2,-1.4
Brandon,Wood,7,3,3,0,"Generic Out",0,1,7,-0.2,-1.4
Shin-Soo,Choo,8,3,3,0,"Generic Out",0,1,8,-0.2,-1.6
Austin,Kearns,8,3,3,0,"Generic Out",0,1,8,-0.2,-1.6
Travis,Hafner,8,3,3,0,"Nonintentional Walk",0,1,8,0.3,2.4
Russell,Branyan,8,3,3,1,Strikeout,0,2,8,-0.5,-4
Maicer,Izturis,8,3,3,0,"Generic Out",0,1,8,-0.2,-1.6
Erick,Aybar,8,3,3,0,"Generic Out",0,1,8,-0.2,-1.6
Bobby,Abreu,8,3,3,0,"Generic Out",0,1,8,-0.2,-1.6
Jhonny,Peralta,9,3,3,0,"Generic Out",0,1,9,-0.2,-1.8
Luis,Valbuena,9,3,3,0,Single,0,1,9,1,9
Lou,Marson,9,3,3,1,Single,0,2,9,1,9
Asdrubal,Cabrera,9,3,3,2,"Generic Out",0,3,9,-0.2,-1.8
Grady,Sizemore,9,3,3,2,"Generic Out",0,3,9,-0.2,-1.8
Torii,Hunter,9,3,3,0,Double,0,1,9,2,18
Hideki,Matsui,9,3,3,1,"Intentional Walk",0,2,9,0.3,2.7
Kendrys,Morales,9,3,3,2,"Generic Out",0,3,9,-0.2,-1.8
Juan,Rivera,9,3,3,1,"Intentional Walk",0,2,9,0.3,2.7
Howie,Kendrick,9,3,3,2,Single,1,3,9,1,12
Jason,Bartlett,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Carl,Crawford,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Ben,Zobrist,1,0,0,0,Single,0,1,1,1,1
Evan,Longoria,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Erick,Aybar,1,0,0,0,Single,0,1,1,1,1
Bobby,Abreu,1,0,0,1,Single,0,2,1,1,1
Torii,Hunter,1,0,0,2,"Generic Out",1,3,1,-0.2,0.133333
Kendrys,Morales,1,1,0,1,Strikeout,0,2,0.5,-0.5,-0.25
Hideki,Matsui,1,1,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Carlos,Pena,2,1,0,0,Strikeout,0,1,1,-0.5,-0.5
John,Jaso,2,1,0,0,Single,0,1,1,1,1
Pat,Burrell,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Reid,Brignac,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Juan,Rivera,2,1,0,0,"Generic Out",0,1,1,-0.2,-0.2
Howie,Kendrick,2,1,0,0,Double,0,1,1,2,2
Mike,Napoli,2,1,0,1,"Hit By Pitch",0,2,1,0.2,0.2
Brandon,Wood,2,1,0,2,Strikeout,0,3,1,-0.5,-0.5
Erick,Aybar,2,1,0,2,"Generic Out",0,3,1,-0.2,-0.2
Sean,Rodriguez,3,1,0,0,"Generic Out",0,1,1.5,-0.2,-0.3
Jason,Bartlett,3,1,0,0,"Nonintentional Walk",0,1,1.5,0.3,0.45
Carl,Crawford,3,1,0,1,Strikeout,0,2,1.5,-0.5,-0.75
